x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,a1,b1,c1
6.192550610548384e-57,4.646598046845595e-55,3.241229010361116e-53,2.101809739585454e-51,1.26702782942779e-49,7.100484418803505e-48,3.699123870234613e-46,1.7915083687159217e-44,8.065807984784713e-43,3.3758721254536263e-41,1.3135093461357807e-39,4.751047998088201e-38,1.5975510300821488e-36,4.993776855328605e-35,1.4511509677121204e-33,3.92017207193191e-32,9.844796331146527e-31,2.298356600887089e-29,4.988123067821276e-28,1.0063892252281768e-26,1.887573483927786e-25,3.2911738851338505e-24,5.334661406268697e-23,8.038443473464269e-22,1.1260200807397084e-20,1.4663220989672393e-19,1.7750953863403948e-18,1.9976669360456316e-17,2.0899386558887733e-16,2.0326053629627767e-15,1.8377298364460797e-14,1.5446117584551266e-13,1.206885523033222e-12,8.766412251108837e-12,5.919523829611868e-11,3.7158718445839753e-10,2.1684217386702626e-09,1.1763480816673797e-08,5.9324900116971417e-08,2.781296272515388e-07,1.2121784609206533e-06,4.911282806463256e-06,1.849832450931947e-05,6.477074849737415e-05,0.0002108310194772793,0.0006379684074494208,0.0017946216705659536,0.004693055752638108,0.011409000271517748,0.025783895855222068,0.0541699652734063,0.1057980460670718,0.1920904649754326,0.3242224174187822,0.5087323351191614,0.7420697292785402,1.0062575705841226,1.2684772321848738,1.4865011967529034,1.6194103881182147,1.6400521183368308,1.5440716497737366,1.3514074840099655,1.0995481730075425,0.8316704556260952,0.5847865257580688,0.3822544164946403,0.2322826314499391,0.13121697870730245,0.06890843732449732,0.0336406082590033,0.015267374162748447,0.006441305975118025,0.0025263445518556604,0.0009211286771355032,0.00031221739551073164,9.83791262035602e-05,2.8817605791019147e-05,7.847329751529665e-06,1.9865293213519556e-06,4.6749516961124695e-07,1.0227473128002173e-07,2.0800253949290416e-08,3.932583914089993e-09,6.911883835701901e-10,1.1293379796124605e-10,1.715380653955686e-11,2.422178544621778e-12,3.179514932234381e-13,3.8799368403501314e-14,4.401467647755866e-15,4.641725384566393e-16,4.5506186562261587e-17,4.147348341857787e-18,3.513821176663613e-19,2.7675652492444026e-20,2.0263998874861243e-21,1.3793088016610444e-22,8.72784316097759e-24,5.134065797444521e-25,1.6464405117819743,3.5759468318620975,6.027633760716439
6.836396814880963e-39,1.0612836997293056e-37,1.577840336856873e-36,2.2465802913681335e-35,3.063431435058649e-34,4.000568528147812e-33,5.003369691014504e-32,5.992814051899203e-31,6.874266125453843e-30,7.551777913003086e-29,7.945100728712575e-28,8.005287531835348e-27,7.724703040799374e-26,7.138615327579944e-25,6.317910902794867e-24,5.355010708952805e-23,4.346848659466796e-22,3.3792165694473237e-21,2.515850681842549e-20,1.7938289438234517e-19,1.2249109649507828e-18,8.010421100331904e-18,5.016877557039769e-17,3.0091163880454223e-16,1.7285096156667173e-15,9.508936418587523e-15,5.0097887925153885e-14,2.527750586918597e-13,1.221451852882182e-12,5.652568254145748e-12,2.5052011781240033e-11,1.0633267245626585e-10,4.322332582550574e-10,1.6826622902052127e-09,6.27340134818367e-09,2.2399406617461685e-08,7.659444682213507e-08,2.5083341101452965e-07,7.866848993228e-07,2.362890375316151e-06,6.796943541470097e-06,1.8724536725462027e-05,4.94010102082712e-05,0.00012482107204209332,0.0003020419853409287,0.0006999613400954792,0.0015534887814888881,0.003301942593191857,0.006721376840967039,0.013103107430739603,0.024463449089048798,0.043740969411728434,0.07490079882133308,0.12283208528917092,0.19291434815615255,0.29016469155588276,0.41797656157212176,0.5766159124355282,0.7618134692610089,0.9639133617164786,1.1680318456879555,1.3554974242350117,1.506503133366542,1.6034990672642861,1.6345368411924133,1.5956882439478424,1.4918621887213532,1.3357854174807204,1.145439139726225,0.9406643160802897,0.7398175845105246,0.5572395844516178,0.40196348173958835,0.27768893106829184,0.18372060538012305,0.11640844732277353,0.07063800986451692,0.041050622121544866,0.022846956831728823,0.01217767301916916,0.006216237314703487,0.0030389124821265665,0.00142277468618464,0.0006379422944588585,0.00027393907954629507,0.00011265589390440895,4.436915660540698e-05,1.6735386960013736e-05,6.045297436697827e-06,2.0913509511050127e-06,6.928887220689867e-07,2.198504690559799e-07,6.680648625401975e-08,1.9441832343538196e-08,5.4185500199617005e-09,1.4462930845494918e-09,3.6970630928251347e-10,9.050753655820286e-11,2.1219735017585654e-11,4.7645566822718e-12,1.6346495489906907,2.1182739966945237,6.458941130666561
1.9479395976986076e-180,1.0957368441612032e-176,5.62757737478779e-173,2.6388889564135217e-169,1.1298094089608368e-165,4.416453778437488e-162,1.5762555284580815e-158,5.136460904258852e-155,1.5282196576950263e-151,4.151375400377069e-148,1.029633499600295e-144,2.33161989045169e-141,4.820779524964174e-138,9.10041544568446e-135,1.5685183318151488e-131,2.468325384626899e-128,3.546497444156746e-125,4.6524458135168424e-122,5.572465994918617e-119,6.093937013574321e-116,6.084612510486088e-113,5.546925358064212e-110,4.6169603884072973e-107,3.5086852082340085e-104,2.4345410080315746e-101,1.5423190168035272e-98,8.921045686271003e-96,4.71131068285516e-93,2.271706161676347e-90,1.0001082239263126e-87,4.0200020251368936e-85,1.4753327259019774e-82,4.9435406664978625e-80,1.512413958606808e-77,4.224620223292439e-75,1.0774300926312897e-72,2.5088515209002536e-70,5.333904661778891e-68,1.035380470291146e-65,1.8350128922133467e-63,2.969358958463673e-61,4.3870311098472485e-59,5.917839162629216e-57,7.288531445208092e-55,8.195988434985162e-53,8.414863447726849e-51,7.888187763601453e-49,6.751368875407768e-47,5.2758308820890876e-45,3.764214167925321e-43,2.4521227981066036e-41,1.4584600453509812e-39,7.920111358176597e-38,3.9269237679198224e-36,1.7776984101755397e-34,7.347644374940799e-33,2.7728259097326613e-31,9.553918000779395e-30,3.0055561531002894e-28,8.632818575682241e-27,2.2639394774015963e-25,5.420775755089174e-24,1.185065901400097e-22,2.365418521829864e-21,4.310800405092859e-20,7.172858568969277e-19,1.0897102883693407e-17,1.5115212795063404e-16,1.9142643476524896e-15,2.213471767224193e-14,2.336848156909216e-13,2.252534397253423e-12,1.982425156513389e-11,1.5929663418206017e-10,1.1686940415371735e-09,7.82851685462384e-09,4.787872567839197e-08,2.6735610506753313e-07,1.3630822399346161e-06,6.3450996006355795e-06,2.6967411303748318e-05,0.00010464645123075017,0.00037076111717597844,0.0011993564910090892,0.0035423121484276766,0.009552340571297722,0.023518910442307216,0.05286996580623514,0.10851387980546985,0.20335084638632275,0.3479293838989769,0.5435264240326532,0.7752372778519153,1.0095621598870368,1.2003721510936058,1.3031163354920583,1.2916204060203234,1.1688829862234402,0.9658097995899256,0.7286124852385633,1.3127616337880776,4.4588650039103985,9.636627605010293
9.31993912216409e-49,6.148980566203017e-47,3.7420608531503145e-45,2.1005656109680392e-43,1.0876253892453141e-41,5.194456375172224e-40,2.2883294495158905e-38,9.2985381356752e-37,3.485206246028634e-35,1.2049248774558445e-33,3.8424580861533627e-32,1.1302538289080431e-30,3.0666238948450566e-29,7.674723254128306e-28,1.771669109884612e-26,3.7724212484646275e-25,7.40927018614923e-24,1.3422962039773541e-22,2.243050091419104e-21,3.457381174136283e-20,4.915562628886741e-19,6.446394581835908e-18,7.79790996622914e-17,8.700760783285687e-16,8.954759380564034e-15,8.500966272006274e-14,7.443896840034771e-13,6.012430635610861e-12,4.4793757287540555e-11,3.0782407721048337e-10,1.95121605281777e-09,1.1408428231853858e-08,6.15267463503242e-08,3.060692958672162e-07,1.4044078869805792e-06,5.944077119412691e-06,2.320562615108831e-05,8.3564116842603e-05,0.0002775645795016302,0.0008504052666592709,0.0024032863422527445,0.006264736024096052,0.015063216349158134,0.033407988845353974,0.06834403731483446,0.12896403395898873,0.22446791284420067,0.36037744993868176,0.5336771736247442,0.7289828775744888,0.9184884683029242,1.0674505584844247,1.1442989773135235,1.1314853392527162,1.0319912922046308,0.868202065593661,0.6737259524632059,0.48224020987939736,0.3183913369313502,0.19389952527582072,0.10892057600269762,0.05643659366287099,0.026973005279503793,0.011890922864533367,0.004835255935273633,0.0018135980987203728,0.0006274517245152671,0.00020023374173739868,5.8940238531161506e-05,1.6003102816616273e-05,4.0078751307865315e-06,9.258525972875789e-07,1.972818794021399e-07,3.877485873169073e-08,7.029605160226352e-09,1.1755180998274382e-09,1.8131986585558808e-10,2.579759010422313e-11,3.385560407936944e-12,4.098261599810955e-13,4.576004750674063e-14,4.712929430295235e-15,4.477267960897373e-16,3.923312646220575e-17,3.1711035898966765e-18,2.3642076633790564e-19,1.6258425768921633e-20,1.0313095623521703e-21,6.034166326655645e-23,3.2565907852179733e-24,1.6211633713061605e-25,7.444028994472988e-27,3.152876864299709e-28,1.231753042465776e-29,4.438722124910886e-31,1.4754005892159208e-32,4.523552420974103e-34,1.279284042766543e-35,3.3371214943555056e-37,8.029615216310462e-39,1.150324556477333,3.958625190413323,5.288949197529044
0.1649224855182131,0.3056390816274832,0.5153752568170945,0.7907221522839201,1.1038496160203597,1.4021083621363828,1.6204622245443014,1.7040483254594787,1.6304615655207557,1.4194656522842173,1.1244104518283984,0.8104206958473998,0.5314737704213466,0.31713108399154105,0.1721795036960973,0.08505694003708153,0.038231709822450125,0.015635916813598907,0.005818467926402023,0.00197006067298482,0.000606926669896167,0.00017012906128218303,4.339167879059624e-05,1.0069781885038126e-05,2.1262745345027937e-06,4.08511489297498e-07,7.141260515333386e-08,1.1358765693485978e-08,1.6438911941543264e-09,2.1647146710309568e-10,2.593665202441781e-11,2.82756653983824e-12,2.804771046536825e-13,2.5314401318071384e-14,2.0788519900226288e-15,1.553335049290788e-16,1.056069201569138e-17,6.532888958869284e-19,3.677086437520407e-20,1.8831636604649528e-21,8.775218810313874e-23,3.7206045027170566e-24,1.4353397876629156e-25,5.038271925036711e-27,1.6091411711693009e-28,4.6761922034983896e-30,1.2364490455356518e-31,2.974717697971387e-33,6.511798515196059e-35,1.297005491571544e-36,2.3505437494829898e-38,3.875971065618365e-40,5.815383732482155e-42,7.938928518704785e-44,9.861229572597915e-46,1.1145149814703084e-47,1.1461102997695933e-49,1.0723895754345464e-51,9.129866249071846e-54,7.072320121132837e-56,4.984769361269223e-58,3.196788401670361e-60,1.8653845539600327e-62,9.903951963252115e-65,4.7844755284667065e-67,2.1030316726833294e-69,8.410909357314042e-72,3.060735180684782e-74,1.0134310857521788e-76,3.053151474324548e-79,8.369280898381016e-82,2.0874380756051646e-84,4.73723272661647e-87,9.78186138589803e-90,1.837824138023638e-92,3.141753167660111e-95,4.886814293178686e-98,6.916163837051888e-101,8.90615754845766e-104,1.0435208662607917e-106,1.1124937128580522e-109,1.0791446360498218e-112,9.524614585632064e-116,7.648932509706157e-119,5.58907465173729e-122,3.715905452929008e-125,2.2478900433853488e-128,1.2372889533666714e-131,6.19659155494403e-135,2.8237111552302006e-138,1.1707747075636194e-141,4.41684396784372e-145,1.5161300180292247e-148,4.735289102523688e-152,1.3456812928080274e-155,3.4795541098179543e-159,8.186356198781304e-163,1.7524407516358813e-166,3.413357003929144e-170,6.04930869337704e-174,1.704133683281797,4.627983191463305,0.7103605819788694
0.00023639403854872992,0.0002799221250449299,0.00033078212315545285,0.000390077528330282,0.0004590541643384732,0.0005391145196088899,0.0006318328812781864,0.0007389712048848786,0.0008624956352639423,0.0010045935694211968,0.0011676911250844656,0.0013544708493885384,0.0015678894709761312,0.001811195465990081,0.002087946174382182,0.002402024168150475,0.0027576525381128973,0.0031594087312981937,0.003612236537744799,0.004121455794294616,0.0046927693447803825,0.005332266771835006,0.00604642439645657,0.006842101028541785,0.007726528945971648,0.00870729958260575,0.009792343417796811,0.010989903582788152,0.01230850273352382,0.013756902785771428,0.015344057167653783,0.01707905531712429,0.018971059237787528,0.02102923202566828,0.023262658391682765,0.025680257328950407,0.02829068720963771,0.031102243741334364,0.034122751366231684,0.037359448845464736,0.04081886993339267,0.04450672020950679,0.048427751295963044,0.05258563384307696,0.05698283080994935,0.06162047269904061,0.0664982365182633,0.07161423033833338,0.07696488538315757,0.08254485763359527,0.08834694093700177,0.09436199359392812,0.10057888033711265,0.10698443152495361,0.11356342124115029,0.1202985658240599,0.12717054414422382,0.13415804070800666,0.14123781239173153,0.14838477930731286,0.15557213997121866,0.16277151059846565,0.16995308797777464,0.177085835009145,0.18413768760757976,0.19107578130354833,0.19786669550924865,0.20447671307717885,0.21087209246117497,0.21701934950690693,0.22288554565539537,0.22843857914536264,0.23364747565336386,0.23848267471894138,0.24291630826878846,0.24692246758122097,0.2504774551210834,0.2535600178252222,0.2561515586282476,0.2582363232846036,0.25980155986188197,0.26083764864661596,0.2613382006111801,0.2613001230317172,0.26072365131424735,0.2596123465707609,0.25797305898020967,0.2558158574617891,0.25315392667061754,0.25000343278999965,0.2463833600314297,0.2423153201554957,0.23782333768680863,0.23293361380785438,0.22767427217517797,0.22207509010262005,0.216167218697764,0.20998289561787287,0.20355515413027114,0.19691753212045515,0.2613878991046221,0.1010919872016286,8.32619845547938
2.753962217300895e-181,1.431060703553782e-177,6.804666046616625e-174,2.960767174854595e-170,1.1788278281783566e-166,4.294822138455272e-163,1.4318208025911826e-159,4.367981938740069e-156,1.219331184893712e-152,3.1146640465881142e-149,7.280302410197229e-146,1.5571710123124577e-142,3.0476976677335574e-139,5.458284093889436e-136,8.945179727508214e-133,1.3414382534136101e-129,1.8407761722942598e-126,2.3114258314903412e-123,2.655874946307943e-120,2.792440724324019e-117,2.686636960915388e-114,2.3652807026248355e-111,1.9054829766697704e-108,1.4046759251011048e-105,9.475363642362956e-103,5.848766919123768e-100,3.3035541057801197e-97,1.707446933467989e-94,8.075356182264764e-92,3.494820224383372e-89,1.3840018633534767e-86,5.015303167744357e-84,1.6630541396991881e-81,5.046197753322924e-79,1.4011054597163042e-76,3.559803831307681e-74,8.276181152542227e-72,1.760688758266943e-69,3.427550607218878e-67,6.105677221982572e-65,9.952506924756411e-63,1.4844986828840858e-60,2.0261697444851058e-58,2.5305825948893373e-56,2.892103883115094e-54,3.0245163857754937e-52,2.8943208693505014e-50,2.534463795098662e-48,2.0308328910034717e-46,1.4890557797150545e-44,9.990711680809109e-43,6.133813493135815e-41,3.445985044983011e-39,1.7715152341339329e-37,8.333454636977933e-36,3.587186373781053e-34,1.4129652724419442e-32,5.092812837285486e-31,1.679703492578897e-29,5.069395975567174e-28,1.4000014563351604e-26,3.537931666123496e-25,8.181238899185928e-24,1.7311607226129727e-22,3.352002908136662e-21,5.939092162229141e-20,9.629071772442404e-19,1.428556640277832e-17,1.9393633580243074e-16,2.4091818837029505e-15,2.7386004354240407e-14,2.8486325878376193e-13,2.7113955867539298e-12,2.3615547174113874e-11,1.8821395542496053e-10,1.3726326091594295e-09,9.16021112908666e-09,5.5937794150164034e-08,3.1257473413055877e-07,1.5982734520828598e-06,7.478198386848091e-06,3.2017805347074485e-05,0.00012543964578410995,0.0004497040090026365,0.0014752559696236149,0.004428500350619892,0.01216451133312307,0.030576046665673574,0.07032612349566389,0.14801328813315168,0.2850581193231169,0.502359715360479,0.8101116488620785,1.1954285664677755,1.614176660687435,1.994468486620755,2.2550281883399115,2.333057554575986,2.2087553346194166,1.9134558741590908,2.3344702528495516,4.3500607412340955,9.78618342232764
2.137295792258155e-61,7.938930253481257e-60,2.8132648411259355e-58,9.510657172467277e-57,3.0673385434128034e-55,9.437656644446342e-54,2.7702432830640548e-52,7.757520365004029e-51,2.0724268702989326e-49,5.281858727653488e-48,1.2842383182129164e-46,2.978898756660285e-45,6.591999089994429e-44,1.391649316532259e-42,2.802810649121207e-41,5.385288615029543e-40,9.871325767101356e-39,1.7262085435588555e-37,2.879799920468978e-36,4.5833460177815823e-35,6.959118819798568e-34,1.0080385346642343e-32,1.3930005675951813e-31,1.8364399368404185e-30,2.3096886513921213e-29,2.7712865150305602e-28,3.1722009650672265e-27,3.464106485801781e-26,3.6088850632392375e-25,3.5867916015216974e-24,3.400873781087826e-23,3.0762821116239575e-22,2.6546855298015565e-21,2.185502368013103e-20,1.7164879404798786e-19,1.2861200480271345e-18,9.193344527118812e-18,6.269268065934524e-17,4.078602871505736e-16,2.5313796098238247e-15,1.4988370183780292e-14,8.466478705002444e-14,4.562496100689758e-13,2.3455973838327563e-12,1.150418103078212e-11,5.3828121268230676e-11,2.4027800282326055e-10,1.023222499255738e-09,4.156975119087891e-09,1.6111502590157407e-08,5.957251594030863e-08,2.1013921965413345e-07,7.071630570070799e-07,2.2703002150880365e-06,6.953417277529097e-06,2.0317233450201016e-05,5.663463756095883e-05,0.00015060901099667794,0.0003820947443723871,0.000924788558274932,0.0021353305231036086,0.004703693823345775,0.009884717396535883,0.019817129461688957,0.03790255722234531,0.06915881670311945,0.12038652322598056,0.19992148394048498,0.31673228771219647,0.478714392714168,0.690258730691535,0.9495079567862812,1.2460531996734767,1.56000445054989,1.863229563034893,2.1230399751615923,2.3078163898406787,2.3932915715047973,2.3677794430303103,2.234797394839113,2.012270421290585,1.728565365045747,1.416565128570188,1.1074868104032913,0.8260224580079113,0.5877551239456544,0.3989810501020208,0.2583802954563293,0.15963120365242991,0.09408653235076325,0.05290398822029103,0.02837923209556975,0.014523261027873616,0.007090533652686094,0.0033025163659023684,0.0014674466147488652,0.0006220580566806493,0.00025156533956563796,9.705590543496431e-05,3.572271042256059e-05,2.397475692650171,2.3073968112646592,7.805291762864554
0.0004947902046871498,0.0012096690681732431,0.0027704885702672325,0.005944159505551767,0.01194727475895922,0.022495287766295367,0.03967880276052808,0.06556466866994556,0.10149052216266258,0.14717207321721731,0.19992616415924438,0.2544240514969319,0.3033129824888261,0.33874129204866715,0.3543966310288162,0.3473404275941324,0.31890798189747616,0.2742961732712818,0.22101330199551636,0.16682509554110872,0.11796377339937418,0.07814122855392176,0.048490439301002136,0.02818878174698431,0.015351145936679259,0.00783158378378335,0.0037428524034446883,0.0016757148144073894,0.0007028162942041005,0.00027613905805588395,0.0001016384799382312,3.5045542593449176e-05,1.1320137973685759e-05,3.4254288952642948e-06,9.710073077995134e-07,2.5785428018445054e-07,6.414613529394429e-08,1.4948959039415445e-08,3.2635908941929123e-09,6.674592841874766e-10,1.278786812110543e-10,2.295175102331798e-11,3.859026885039372e-12,6.078327402248156e-13,8.968807008150732e-14,1.2397370301593562e-14,1.60534645336224e-15,1.9473870477128923e-16,2.2129932343941713e-17,2.3558747640992427e-18,2.3494630473911113e-19,2.1949738080791046e-20,1.9210309887851593e-21,1.575011408215123e-22,1.209699056291465e-23,8.703927896675971e-25,5.866749328879915e-26,3.704452963581746e-27,2.1912652022636098e-28,1.2142555697009575e-29,6.303323130753015e-31,3.0653025249874547e-32,1.3964372321003155e-33,5.959554571704892e-35,2.3825964327357782e-36,8.9234229549061e-38,3.130810445999136e-39,1.0290260636172742e-40,3.1684020122942124e-42,9.138996075118335e-44,2.4694543712790817e-45,6.250975921501276e-47,1.4823097009910928e-48,3.2928684463782218e-50,6.852580010017828e-52,1.335912933148466e-53,2.439756582857599e-55,4.1740644201339713e-57,6.689845703965714e-59,1.004424644131026e-60,1.4127422166245661e-62,1.8614560705169304e-64,2.2976663536833818e-66,2.6568402531089665e-68,2.877983006567117e-70,2.920487238168195e-72,2.7763019952184605e-74,2.4724208787608335e-76,2.0626351025737044e-78,1.6120062128538824e-80,1.1801992191753432e-82,8.094466676234012e-85,5.2007438095534495e-87,3.130307393294857e-89,1.765032952585265e-91,9.323156056002958e-94,4.61336051621643e-96,2.1385339036298306e-98,9.286652397982108e-101,3.7778659621459556e-103,0.35482327760679966,3.199605106637619,1.433532874090464
9.289759061191362e-20,8.048368026985874e-19,6.611309014743334e-18,5.1492424284407356e-17,3.802554735833231e-16,2.6624647227019762e-15,1.7675369558694483e-14,1.1125752545853157e-13,6.639976503845221e-13,3.757335204098246e-12,2.015902824868609e-11,1.0254996064036523e-10,4.946268132851647e-10,2.2620180470394844e-09,9.808231966807947e-09,4.032381783764123e-08,1.5718417234373232e-07,5.809412754677428e-07,2.0357849898530436e-06,6.7640659716970985e-06,2.130885010114479e-05,6.364854009303185e-05,0.00018025741213699922,0.00048403199484442147,0.0012323420293268645,0.00297484747664469,0.006808859931591098,0.014776117950873508,0.030403427843284692,0.05931451800183772,0.10971745191789892,0.1924272942068643,0.31998814299075007,0.5045187972697196,0.7542183078134526,1.0690377503077593,1.436697266619451,1.8306855025172466,2.2117624056968754,2.533608190082016,2.751798878989032,2.833806403418339,2.7669411230598815,2.5615681311498864,2.2484754896411316,1.8713139571046096,1.4766630525523414,1.1048222531791994,0.7837538198822434,0.5271608877332807,0.3361885697714054,0.20328201609339183,0.11654435099671505,0.06335191525325694,0.03265160417337182,0.015956055925490594,0.007393036143602054,0.003247852979196048,0.0013528391002584897,0.0005342840198090278,0.00020006654650172443,7.103183251957736e-05,2.3911554750222164e-05,7.632008831862661e-06,2.3096499646841687e-06,6.627194559008622e-07,1.8029742658632086e-07,4.650777772268194e-08,1.1374646303072502e-08,2.6377064829918747e-09,5.799509781120083e-10,1.2090168578867486e-10,2.389734648997874e-11,4.478610121994582e-12,7.958167704069906e-13,1.340785082076591e-13,2.1418127737934688e-14,3.2439943735344003e-15,4.658594750611782e-16,6.343165261824653e-17,8.18904716960419e-18,1.0023905684813614e-18,1.1633672224793183e-19,1.2801855714508094e-20,1.335688803403e-21,1.3213379107397333e-22,1.2393636618969533e-23,1.1021986485639e-24,9.293883894089011e-26,7.430377247948782e-27,5.632494002052217e-28,4.048245713752516e-29,2.758730296201877e-30,1.7824931791112003e-31,1.0920003103294818e-32,6.342988144911369e-34,3.493343488184146e-35,1.824168423787453e-36,9.031602811529755e-38,4.239757129130903e-39,2.8340067511487517,2.6092416087503585,4.146619399905235
